adj_stock,company,date,month_year,stock,symbol,rating,log_perf_adj
259.97,UnitedHealth Group Incorporated,2019-01-28,2019-01,268.72,UNH,BB,0.0025034194360316064
253.37,UnitedHealth Group Incorporated,2019-02-04,2019-02,261.90,UNH,BB,-0.025715368761820123
262.3,UnitedHealth Group Incorporated,2019-02-11,2019-02,271.13,UNH,BB,0.03463801589182225
258.42,UnitedHealth Group Incorporated,2019-02-18,2019-02,267.11,UNH,BB,-0.014902718578754026
238.14,UnitedHealth Group Incorporated,2019-02-25,2019-02,246.15,UNH,BB,-0.08172743227104551
229.57,UnitedHealth Group Incorporated,2019-03-04,2019-03,237.29,UNH,BB,-0.03665074213554842
244.14,UnitedHealth Group Incorporated,2019-03-10,2019-03,251.40,UNH,BB,0.06153383735417339
239.96,UnitedHealth Group Incorporated,2019-03-17,2019-03,247.09,UNH,BB,-0.017269588456761298
240.12,UnitedHealth Group Incorporated,2019-03-24,2019-03,247.26,UNH,BB,0.0006665555987499516
241.6,UnitedHealth Group Incorporated,2019-03-31,2019-03,248.78,UNH,BB,0.006144667677017601
216.78,UnitedHealth Group Incorporated,2019-04-07,2019-04,223.22,UNH,BB,-0.1084004516730559
215.35,UnitedHealth Group Incorporated,2019-04-14,2019-04,221.75,UNH,BB,-0.00661840288748472
230.16,UnitedHealth Group Incorporated,2019-04-21,2019-04,237.00,UNH,BB,0.06651010774317268
225.26,UnitedHealth Group Incorporated,2019-04-28,2019-04,231.95,UNH,BB,-0.021519428623741454
233.65,UnitedHealth Group Incorporated,2019-05-05,2019-05,240.59,UNH,BB,0.036568978526884344
234.41,UnitedHealth Group Incorporated,2019-05-12,2019-05,241.38,UNH,BB,0.003247449762461052
240.48,UnitedHealth Group Incorporated,2019-05-19,2019-05,247.63,UNH,BB,0.025565207095768372
234.82,UnitedHealth Group Incorporated,2019-05-26,2019-05,241.80,UNH,BB,-0.023817662802598782
239.65,UnitedHealth Group Incorporated,2019-06-02,2019-06,246.77,UNH,BB,0.02036026240357458
238.29,UnitedHealth Group Incorporated,2019-06-09,2019-06,245.37,UNH,BB,-0.0056911062924900335
246.08,UnitedHealth Group Incorporated,2019-06-16,2019-06,252.28,UNH,BB,0.03216826700412945
238.02,UnitedHealth Group Incorporated,2019-06-23,2019-06,244.01,UNH,BB,-0.033301982562985444
240.92,UnitedHealth Group Incorporated,2019-06-30,2019-06,246.99,UNH,BB,0.012110224421226334
259.37,UnitedHealth Group Incorporated,2019-07-07,2019-07,265.90,UNH,BB,0.07379068551520263
250.35,UnitedHealth Group Incorporated,2019-07-14,2019-07,256.65,UNH,BB,-0.03539567491476969
246.73,UnitedHealth Group Incorporated,2019-07-21,2019-07,252.94,UNH,BB,-0.014565317445465631
243.91,UnitedHealth Group Incorporated,2019-07-28,2019-07,250.05,UNH,BB,-0.011495316539102518
242.52,UnitedHealth Group Incorporated,2019-08-04,2019-08,248.63,UNH,BB,-0.0057151235878549755
239.66,UnitedHealth Group Incorporated,2019-08-11,2019-08,245.69,UNH,BB,-0.011862928949160079
225.0,UnitedHealth Group Incorporated,2019-08-18,2019-08,230.66,UNH,BB,-0.06312085004995005
228.25,UnitedHealth Group Incorporated,2019-08-25,2019-08,234.00,UNH,BB,0.01434111727065801
223.38,UnitedHealth Group Incorporated,2019-09-01,2019-09,229.00,UNH,BB,-0.02156716236239742
227.87,UnitedHealth Group Incorporated,2019-09-08,2019-09,233.61,UNH,BB,0.01990093379133384
228.24,UnitedHealth Group Incorporated,2019-09-15,2019-09,232.89,UNH,BB,0.0016224160012301425
210.96,UnitedHealth Group Incorporated,2019-09-22,2019-09,215.26,UNH,BB,-0.07872916486021353
215.41,UnitedHealth Group Incorporated,2019-09-29,2019-09,219.80,UNH,BB,0.020874646854976753
217.64,UnitedHealth Group Incorporated,2019-10-06,2019-10,222.07,UNH,BB,0.010299132717716653
240.44,UnitedHealth Group Incorporated,2019-10-13,2019-10,245.34,UNH,BB,0.09962825655323648
240.02,UnitedHealth Group Incorporated,2019-10-20,2019-10,244.91,UNH,BB,-0.0017483249676653045
247.18,UnitedHealth Group Incorporated,2019-10-27,2019-10,252.21,UNH,BB,0.029394562958293236
251.84,UnitedHealth Group Incorporated,2019-11-04,2019-11,256.97,UNH,BB,0.018677149067449328
264.02,UnitedHealth Group Incorporated,2019-11-11,2019-11,269.40,UNH,BB,0.04723089262357494
271.31,UnitedHealth Group Incorporated,2019-11-18,2019-11,276.84,UNH,BB,0.027237220698032694
274.28,UnitedHealth Group Incorporated,2019-11-25,2019-11,279.87,UNH,BB,0.010887403865517342
274.6,UnitedHealth Group Incorporated,2019-12-02,2019-12,280.19,UNH,BB,0.0011660109177071831
280.86,UnitedHealth Group Incorporated,2019-12-09,2019-12,285.48,UNH,BB,0.02254083120616368
287.85,UnitedHealth Group Incorporated,2019-12-16,2019-12,292.59,UNH,BB,0.02458318658178449
291.18,UnitedHealth Group Incorporated,2019-12-23,2019-12,295.97,UNH,BB,0.011502121523361275
284.85,UnitedHealth Group Incorporated,2019-12-30,2019-12,289.54,UNH,BB,-0.02197890671877545
290.35,UnitedHealth Group Incorporated,2020-01-06,2020-01,295.13,UNH,BB,0.01912436589165445
293.64,UnitedHealth Group Incorporated,2020-01-13,2020-01,298.47,UNH,BB,0.011267435424521466
288.07,UnitedHealth Group Incorporated,2020-01-20,2020-01,292.81,UNH,BB,-0.019151021084295117
268.04,UnitedHealth Group Incorporated,2020-01-27,2020-01,272.45,UNH,BB,-0.07206728305331556
284.54,UnitedHealth Group Incorporated,2020-02-03,2020-02,289.22,UNH,BB,0.05973761811805112
293.94,UnitedHealth Group Incorporated,2020-02-10,2020-02,298.78,UNH,BB,0.0325018236555179
296.55,UnitedHealth Group Incorporated,2020-02-17,2020-02,301.43,UNH,BB,0.008840173406197138
250.83,UnitedHealth Group Incorporated,2020-02-24,2020-02,254.96,UNH,BB,-0.16744041945465948
279.27,UnitedHealth Group Incorporated,2020-03-02,2020-03,283.87,UNH,BB,0.10740363696643218
267.64,UnitedHealth Group Incorporated,2020-03-08,2020-03,272.04,UNH,BB,-0.0425362618818923
204.13,UnitedHealth Group Incorporated,2020-03-15,2020-03,206.59,UNH,BB,-0.2708857481291238
239.56,UnitedHealth Group Incorporated,2020-03-22,2020-03,242.45,UNH,BB,0.16004686161076886
226.75,UnitedHealth Group Incorporated,2020-03-29,2020-03,229.49,UNH,BB,-0.054955818401015044
260.98,UnitedHealth Group Incorporated,2020-04-05,2020-04,264.13,UNH,BB,0.1405956870388545
287.09,UnitedHealth Group Incorporated,2020-04-12,2020-04,290.56,UNH,BB,0.09535197941698748
287.82,UnitedHealth Group Incorporated,2020-04-19,2020-04,291.29,UNH,BB,0.0025395292909395906
281.12,UnitedHealth Group Incorporated,2020-04-26,2020-04,284.51,UNH,BB,-0.02355366030324113
283.58,UnitedHealth Group Incorporated,2020-05-03,2020-05,287.00,UNH,BB,0.00871264587062548
287.49,UnitedHealth Group Incorporated,2020-05-10,2020-05,290.96,UNH,BB,0.01369380671436815
286.48,UnitedHealth Group Incorporated,2020-05-17,2020-05,289.94,UNH,BB,-0.003519351333602927
301.21,UnitedHealth Group Incorporated,2020-05-24,2020-05,304.85,UNH,BB,0.050138970215644285
308.13,UnitedHealth Group Incorporated,2020-05-31,2020-05,311.85,UNH,BB,0.022714075940000633
281.75,UnitedHealth Group Incorporated,2020-06-07,2020-06,285.15,UNH,BB,-0.08950161892593655
287.77,UnitedHealth Group Incorporated,2020-06-14,2020-06,291.24,UNH,BB,0.02114139704521456
284.68,UnitedHealth Group Incorporated,2020-06-21,2020-06,286.88,UNH,BB,-0.010795807534029755
295.97,UnitedHealth Group Incorporated,2020-06-28,2020-06,298.26,UNH,BB,0.038892355405243606
289.0,UnitedHealth Group Incorporated,2020-07-05,2020-07,291.23,UNH,BB,-0.02383140972388187
304.18,UnitedHealth Group Incorporated,2020-07-12,2020-07,306.53,UNH,BB,0.05119294333179081
298.48,UnitedHealth Group Incorporated,2020-07-19,2020-07,300.79,UNH,BB,-0.01891670253132105
300.46,UnitedHealth Group Incorporated,2020-07-26,2020-07,302.78,UNH,BB,0.006611704721375844
314.6,UnitedHealth Group Incorporated,2020-08-02,2020-08,317.03,UNH,BB,0.0459873569898992
321.22,UnitedHealth Group Incorporated,2020-08-09,2020-08,323.70,UNH,BB,0.020824256010573805
311.73,UnitedHealth Group Incorporated,2020-08-16,2020-08,314.14,UNH,BB,-0.02998881810208598
311.96,UnitedHealth Group Incorporated,2020-08-23,2020-08,314.37,UNH,BB,0.0007375459296321552
309.61,UnitedHealth Group Incorporated,2020-08-30,2020-08,312.00,UNH,BB,-0.007561533526748043
299.17,UnitedHealth Group Incorporated,2020-09-06,2020-09,301.48,UNH,BB,-0.03430146724201588
306.92,UnitedHealth Group Incorporated,2020-09-13,2020-09,308.02,UNH,BB,0.025575153615931434
301.42,UnitedHealth Group Incorporated,2020-09-20,2020-09,302.50,UNH,BB,-0.018082486317934077
310.86,UnitedHealth Group Incorporated,2020-09-27,2020-09,311.98,UNH,BB,0.030838009063221428
326.66,UnitedHealth Group Incorporated,2020-10-04,2020-10,327.84,UNH,BB,0.04957722457024172
328.72,UnitedHealth Group Incorporated,2020-10-11,2020-10,329.90,UNH,BB,0.006286449950160922
329.41,UnitedHealth Group Incorporated,2020-10-18,2020-10,330.60,UNH,BB,0.0020968509346630526
304.05,UnitedHealth Group Incorporated,2020-10-25,2020-10,305.14,UNH,BB,-0.08011101394369913
346.21,UnitedHealth Group Incorporated,2020-11-02,2020-11,347.46,UNH,BB,0.12985336579637607
354.39,UnitedHealth Group Incorporated,2020-11-09,2020-11,355.67,UNH,BB,0.023352474266043366
333.5,UnitedHealth Group Incorporated,2020-11-16,2020-11,334.70,UNH,BB,-0.06075513627286
336.73,UnitedHealth Group Incorporated,2020-11-23,2020-11,337.94,UNH,BB,0.009638556931273357
347.43,UnitedHealth Group Incorporated,2020-11-30,2020-11,348.68,UNH,BB,0.0312817835774446
77.57,Visa Inc.,2015-11-30,2015-11,80.40,V,,
73.43,Visa Inc.,2015-12-07,2015-12,76.11,V,,-0.054848183039261755
73.63,Visa Inc.,2015-12-14,2015-12,76.32,V,,0.0027199799171064853
75.5,Visa Inc.,2015-12-21,2015-12,78.26,V,,0.025080104874353637
74.82,Visa Inc.,2015-12-28,2015-12,77.55,V,,-0.009047427334978764
70.31,Visa Inc.,2016-01-04,2016-01,72.88,V,,-0.0621711927089299
69.3,Visa Inc.,2016-01-11,2016-01,71.83,V,,-0.014469130015212883
70.14,Visa Inc.,2016-01-18,2016-01,72.70,V,,0.01204833851617515
71.87,Visa Inc.,2016-01-25,2016-01,74.49,V,,0.024365686768319073
69.02,Visa Inc.,2016-02-01,2016-02,71.54,V,,-0.04046261381049465
67.94,Visa Inc.,2016-02-08,2016-02,70.42,V,,-0.01577135493741899
69.15,Visa Inc.,2016-02-15,2016-02,71.53,V,,0.017653095378329375
70.45,Visa Inc.,2016-02-22,2016-02,72.73,V,,0.018625180233922123
71.58,Visa Inc.,2016-02-29,2016-02,73.90,V,,0.015912466993190044
69.39,Visa Inc.,2016-03-07,2016-03,71.63,V,,-0.031072940426422058
71.47,Visa Inc.,2016-03-13,2016-03,73.78,V,,0.02953501632043043
71.82,Visa Inc.,2016-03-20,2016-03,74.14,V,,0.004885207566048599
75.16,Visa Inc.,2016-03-27,2016-03,77.59,V,,0.04545618574732835
75.59,Visa Inc.,2016-04-03,2016-04,78.03,V,,0.005704824758820948
77.57,Visa Inc.,2016-04-10,2016-04,80.08,V,,0.025856755198694792
76.63,Visa Inc.,2016-04-17,2016-04,79.11,V,,-0.012192109520468009
74.82,Visa Inc.,2016-04-24,2016-04,77.24,V,,-0.023903416062312388
75.28,Visa Inc.,2016-05-01,2016-05,77.72,V,,0.006129266357124408
74.42,Visa Inc.,2016-05-08,2016-05,76.83,V,,-0.011489772358648231
75.37,Visa Inc.,2016-05-15,2016-05,77.67,V,,0.012684594936902549
77.3,Visa Inc.,2016-05-22,2016-05,79.66,V,,0.025284637737997606
77.57,Visa Inc.,2016-05-29,2016-05,79.94,V,,0.0034867989094040652
77.81,Visa Inc.,2016-06-05,2016-06,80.18,V,,0.0030892031260583153
74.71,Visa Inc.,2016-06-12,2016-06,76.99,V,,-0.0406560056411287
72.83,Visa Inc.,2016-06-19,2016-06,75.05,V,,-0.025485993757886405
72.27,Visa Inc.,2016-06-26,2016-06,74.48,V,,-0.007718852934933906
74.16,Visa Inc.,2016-07-03,2016-07,76.42,V,,0.025815815962709543
75.98,Visa Inc.,2016-07-10,2016-07,78.30,V,,0.02424522650187999
77.54,Visa Inc.,2016-07-17,2016-07,79.91,V,,0.02032378448330352
75.74,Visa Inc.,2016-07-24,2016-07,78.05,V,,-0.02348750976913383
77.77,Visa Inc.,2016-07-31,2016-07,80.14,V,,0.02644933023320295
77.65,Visa Inc.,2016-08-07,2016-08,80.02,V,,-0.0015442031121555289
78.09,Visa Inc.,2016-08-14,2016-08,80.47,V,,0.005650458079887066
78.32,Visa Inc.,2016-08-21,2016-08,80.57,V,,0.002940990547671163
79.71,Visa Inc.,2016-08-28,2016-08,82.00,V,,0.01759205021757726
79.06,Visa Inc.,2016-09-04,2016-09,81.33,V,,-0.008187990571292048
79.78,Visa Inc.,2016-09-11,2016-09,82.07,V,,0.009065788608721093
80.23,Visa Inc.,2016-09-18,2016-09,82.54,V,,0.005624663288303466
80.39,Visa Inc.,2016-09-25,2016-09,82.70,V,,0.0019922805743046723
80.56,Visa Inc.,2016-10-02,2016-10,82.88,V,,0.002112458070437917
80.15,Visa Inc.,2016-10-09,2016-10,82.45,V,,-0.005102369354744951
80.05,Visa Inc.,2016-10-16,2016-10,82.35,V,,-0.0012484396128380482
79.92,Visa Inc.,2016-10-23,2016-10,82.22,V,,-0.0016253051024257559
78.12,Visa Inc.,2016-10-30,2016-10,80.36,V,,-0.022780028331820468
79.59,Visa Inc.,2016-11-07,2016-11,81.88,V,,0.018642350809280117
78.56,Visa Inc.,2016-11-14,2016-11,80.82,V,,-0.013025792771547806
78.06,Visa Inc.,2016-11-21,2016-11,80.13,V,,-0.0063849022937407796
73.76,Visa Inc.,2016-11-28,2016-11,75.72,V,,-0.05666118250413099
77.09,Visa Inc.,2016-12-05,2016-12,79.14,V,,0.04415699122283279
76.32,Visa Inc.,2016-12-12,2016-12,78.35,V,,-0.010038543331139849
76.13,Visa Inc.,2016-12-19,2016-12,78.15,V,,-0.002492621821910568
76.0,Visa Inc.,2016-12-26,2016-12,78.02,V,,-0.0017090650317896916
80.08,Visa Inc.,2017-01-02,2017-01,82.21,V,,0.05229279472063375
79.07,Visa Inc.,2017-01-09,2017-01,81.17,V,,-0.012692598924129328
79.72,Visa Inc.,2017-01-16,2017-01,81.84,V,,0.008186959261758275
81.6,Visa Inc.,2017-01-23,2017-01,83.77,V,,0.023308766625467214
83.85,Visa Inc.,2017-01-30,2017-01,86.08,V,,0.02720022629915686
83.68,Visa Inc.,2017-02-06,2017-02,85.90,V,,-0.002029487952604825
85.2,Visa Inc.,2017-02-13,2017-02,87.46,V,,0.01800143351865735
86.3,Visa Inc.,2017-02-20,2017-02,88.43,V,,0.012828164254111485
86.66,Visa Inc.,2017-02-27,2017-02,88.79,V,,0.004162818222381404
87.57,Visa Inc.,2017-03-06,2017-03,89.73,V,,0.010446057222369909
88.07,Visa Inc.,2017-03-12,2017-03,90.24,V,,0.00569347928323527
87.05,Visa Inc.,2017-03-19,2017-03,89.19,V,,-0.011649286603170772
86.73,Visa Inc.,2017-03-26,2017-03,88.87,V,,-0.003682821517832835
86.61,Visa Inc.,2017-04-02,2017-04,88.74,V,,-0.0013845623534116669
86.73,Visa Inc.,2017-04-09,2017-04,88.87,V,,0.0013845623534116669
88.96,Visa Inc.,2017-04-16,2017-04,91.15,V,,0.02538698580590726
89.03,Visa Inc.,2017-04-23,2017-04,91.22,V,,0.0007865610833075465
89.88,Visa Inc.,2017-04-30,2017-04,92.09,V,,0.009502055731548609
90.5,Visa Inc.,2017-05-07,2017-05,92.73,V,BBB,0.006874403388752448
90.26,Visa Inc.,2017-05-14,2017-05,92.48,V,BBB,-0.002655456307025794
92.56,Visa Inc.,2017-05-21,2017-05,94.67,V,BBB,0.02516268848656633
94.01,Visa Inc.,2017-05-28,2017-05,96.15,V,BBB,0.015544076705038101
92.45,Visa Inc.,2017-06-04,2017-06,94.56,V,BBB,-0.016733201757325844
92.07,Visa Inc.,2017-06-11,2017-06,94.17,V,BBB,-0.004118800533379208
93.45,Visa Inc.,2017-06-18,2017-06,95.58,V,BBB,0.014877376601817538
91.69,Visa Inc.,2017-06-25,2017-06,93.78,V,BBB,-0.01901321183976279
91.83,Visa Inc.,2017-07-02,2017-07,93.92,V,BBB,0.0015257195636220189
94.77,Visa Inc.,2017-07-09,2017-07,96.93,V,BBB,0.0315138618566726
97.38,Visa Inc.,2017-07-16,2017-07,99.60,V,BBB,0.027167947272451087
96.94,Visa Inc.,2017-07-23,2017-07,99.15,V,BBB,-0.004528620337325151
98.64,Visa Inc.,2017-07-30,2017-07,100.89,V,BBB,0.017384628438859018
97.86,Visa Inc.,2017-08-06,2017-08,100.09,V,BBB,-0.00793897299511137
100.22,Visa Inc.,2017-08-13,2017-08,102.51,V,BBB,0.02382988367060168
101.21,Visa Inc.,2017-08-20,2017-08,103.35,V,BBB,0.009829796669230895
101.75,Visa Inc.,2017-08-27,2017-08,103.90,V,BBB,0.0053212581218948785
102.27,Visa Inc.,2017-09-03,2017-09,104.43,V,BBB,0.005097550495216652
103.12,Visa Inc.,2017-09-10,2017-09,105.30,V,BBB,0.008276983813011007
103.37,Visa Inc.,2017-09-17,2017-09,105.56,V,BBB,0.0024214259494614865
103.06,Visa Inc.,2017-09-24,2017-09,105.24,V,BBB,-0.003003441680315966
104.52,Visa Inc.,2017-10-01,2017-10,106.73,V,BBB,0.014067097752334057
106.41,Visa Inc.,2017-10-08,2017-10,108.66,V,BBB,0.017921116801228543
105.32,Visa Inc.,2017-10-15,2017-10,107.55,V,BBB,-0.010296222825531665
107.44,Visa Inc.,2017-10-22,2017-10,109.71,V,BBB,0.01992921758687327
109.05,Visa Inc.,2017-10-29,2017-10,111.36,V,BBB,0.014873940432655886
109.56,Visa Inc.,2017-11-06,2017-11,111.88,V,A,0.0046658517472391026
107.54,Visa Inc.,2017-11-13,2017-11,109.82,V,A,-0.01860947301334459
109.84,Visa Inc.,2017-11-20,2017-11,111.97,V,A,0.02116189007818292
108.63,Visa Inc.,2017-11-27,2017-11,110.73,V,A,-0.011077149014055543
110.46,Visa Inc.,2017-12-04,2017-12,112.60,V,A,0.01670585202738195
111.66,Visa Inc.,2017-12-11,2017-12,113.82,V,A,0.010805075409172638
110.55,Visa Inc.,2017-12-18,2017-12,112.69,V,A,-0.009990632578759318
111.85,Visa Inc.,2017-12-25,2017-12,114.02,V,A,0.011690780632683584
116.6,Visa Inc.,2018-01-01,2018-01,118.86,V,A,0.041590585980253
117.81,Visa Inc.,2018-01-08,2018-01,120.09,V,A,0.01032388334163592
120.37,Visa Inc.,2018-01-15,2018-01,122.70,V,A,0.021497175133616153
123.92,Visa Inc.,2018-01-22,2018-01,126.32,V,A,0.029065863716969176
118.61,Visa Inc.,2018-01-29,2018-01,120.91,V,A,-0.04379539606742888
114.11,Visa Inc.,2018-02-05,2018-02,116.32,V,A,-0.038677904594595525
119.54,Visa Inc.,2018-02-12,2018-02,121.85,V,A,0.04648814794951939
120.81,Visa Inc.,2018-02-19,2018-02,122.93,V,A,0.01056802013536462
118.68,Visa Inc.,2018-02-26,2018-02,120.77,V,A,-0.017788268108851035
122.36,Visa Inc.,2018-03-05,2018-03,124.51,V,A,0.030536723860080883
122.38,Visa Inc.,2018-03-11,2018-03,124.53,V,A,0.00016343875169244626
114.98,Visa Inc.,2018-03-18,2018-03,117.00,V,A,-0.06237275783924989
117.55,Visa Inc.,2018-03-25,2018-03,119.62,V,A,0.02210557479093378
115.67,Visa Inc.,2018-04-01,2018-04,117.70,V,A,-0.016122465678768627
118.66,Visa Inc.,2018-04-08,2018-04,120.75,V,A,0.025520951523186675
122.05,Visa Inc.,2018-04-15,2018-04,124.20,V,A,0.028168536008472245
123.83,Visa Inc.,2018-04-22,2018-04,126.01,V,A,0.014478860388038584
125.95,Visa Inc.,2018-04-29,2018-04,128.16,V,A,0.016975345571611733
129.54,Visa Inc.,2018-05-06,2018-05,131.82,V,A,0.028104710956151635
127.68,Visa Inc.,2018-05-13,2018-05,129.93,V,A,-0.014462580053272056
129.22,Visa Inc.,2018-05-20,2018-05,131.28,V,A,0.011989244428520784
128.8,Visa Inc.,2018-05-27,2018-05,130.85,V,A,-0.003255564459766269
132.62,Visa Inc.,2018-06-03,2018-06,134.74,V,A,0.02922708227046833
132.98,Visa Inc.,2018-06-10,2018-06,135.10,V,A,0.0027108450335866507
133.2,Visa Inc.,2018-06-17,2018-06,135.33,V,A,0.0016530171319804055
130.37,Visa Inc.,2018-06-24,2018-06,132.45,V,A,-0.02147519643160134
131.98,Visa Inc.,2018-07-01,2018-07,134.09,V,A,0.012273834280588147
137.23,Visa Inc.,2018-07-08,2018-07,139.42,V,A,0.039007954326265804
138.78,Visa Inc.,2018-07-15,2018-07,140.99,V,A,0.011231595189861387
138.5,Visa Inc.,2018-07-22,2018-07,140.71,V,A,-0.002019619844009668
137.62,Visa Inc.,2018-07-29,2018-07,139.82,V,A,-0.006374061853059665
137.54,Visa Inc.,2018-08-05,2018-08,139.73,V,A,-0.0005814798826433432
139.11,Visa Inc.,2018-08-12,2018-08,141.33,V,A,0.011350203179788743
142.15,Visa Inc.,2018-08-19,2018-08,144.20,V,A,0.021617851025530044
144.8,Visa Inc.,2018-08-26,2018-08,146.89,V,A,0.01847064185460745
141.16,Visa Inc.,2018-09-02,2018-09,143.20,V,A,-0.02545948114454699
145.74,Visa Inc.,2018-09-09,2018-09,147.84,V,A,0.03193021343506697
147.92,Visa Inc.,2018-09-16,2018-09,150.05,V,A,0.014847374836732818
147.96,Visa Inc.,2018-09-23,2018-09,150.09,V,A,0.0002703798853840311
143.29,Visa Inc.,2018-09-30,2018-09,145.36,V,A,-0.03207141823574222
138.07,Visa Inc.,2018-10-07,2018-10,140.06,V,A,-0.0371097458004499
138.09,Visa Inc.,2018-10-14,2018-10,140.08,V,A,0.00014484356919908237
135.78,Visa Inc.,2018-10-21,2018-10,137.74,V,A,-0.016869717623759328
137.79,Visa Inc.,2018-10-28,2018-10,139.78,V,A,0.014694858132310529
141.88,Visa Inc.,2018-11-05,2018-11,143.93,V,A,0.029250842899609886
138.19,Visa Inc.,2018-11-12,2018-11,140.18,V,A,-0.026352080090028096
131.22,Visa Inc.,2018-11-19,2018-11,132.87,V,A,-0.05175424589866129
139.95,Visa Inc.,2018-11-26,2018-11,141.71,V,A,0.06440991204473079
135.4,Visa Inc.,2018-12-03,2018-12,137.11,V,A,-0.03305185548328815
133.41,Visa Inc.,2018-12-10,2018-12,135.09,V,A,-0.014806267287459818
122.71,Visa Inc.,2018-12-17,2018-12,124.26,V,A,-0.08360324520225859
129.31,Visa Inc.,2018-12-24,2018-12,130.94,V,A,0.05238877431930433
131.99,Visa Inc.,2018-12-31,2018-12,133.65,V,A,0.02051353983310289
136.34,Visa Inc.,2019-01-07,2019-01,138.06,V,A,0.03242560379377579
136.78,Visa Inc.,2019-01-14,2019-01,138.50,V,A,0.0032220297353111604
136.94,Visa Inc.,2019-01-21,2019-01,138.67,V,A,0.0011690780229667297
138.4,Visa Inc.,2019-01-28,2019-01,140.15,V,A,0.0106051694906526
138.63,Visa Inc.,2019-02-04,2019-02,140.38,V,A,0.0016604703667146836
143.11,Visa Inc.,2019-02-11,2019-02,144.91,V,A,0.03180505177250037
144.3,Visa Inc.,2019-02-18,2019-02,145.87,V,A,0.008280900457040552
147.87,Visa Inc.,2019-02-25,2019-02,149.47,V,A,0.02443904360557081
145.77,Visa Inc.,2019-03-04,2019-03,147.35,V,A,-0.01430347229947504
153.79,Visa Inc.,2019-03-10,2019-03,155.46,V,A,0.05355799836591135
151.43,Visa Inc.,2019-03-17,2019-03,153.07,V,A,-0.015464563483267746
154.51,Visa Inc.,2019-03-24,2019-03,156.19,V,A,0.02013534719376242
155.96,Visa Inc.,2019-03-31,2019-03,157.65,V,A,0.009340744952069713
157.93,Visa Inc.,2019-04-07,2019-04,159.64,V,A,0.012552332767566732
158.44,Visa Inc.,2019-04-14,2019-04,160.16,V,A,0.003224075871752774
161.18,Visa Inc.,2019-04-21,2019-04,162.93,V,A,0.017145780142649336
160.3,Visa Inc.,2019-04-28,2019-04,162.04,V,A,-0.005474693280858034
158.99,Visa Inc.,2019-05-05,2019-05,160.71,V,A,-0.008205752454889748
162.33,Visa Inc.,2019-05-12,2019-05,164.09,V,A,0.020789993162136255
161.14,Visa Inc.,2019-05-19,2019-05,162.64,V,A,-0.007357747973704143
159.84,Visa Inc.,2019-05-26,2019-05,161.33,V,A,-0.008100237448806169
168.48,Visa Inc.,2019-06-02,2019-06,170.05,V,A,0.05264373348542151
168.1,Visa Inc.,2019-06-09,2019-06,169.66,V,A,-0.0022580079710952106
171.84,Visa Inc.,2019-06-16,2019-06,173.44,V,A,0.022004770905930116
171.95,Visa Inc.,2019-06-23,2019-06,173.55,V,A,0.000639925557774923
175.03,Visa Inc.,2019-06-30,2019-06,176.66,V,A,0.0177536509244689
178.67,Visa Inc.,2019-07-07,2019-07,180.33,V,A,0.02058314114233184
177.59,Visa Inc.,2019-07-14,2019-07,179.24,V,A,-0.006063006278571592
182.0,Visa Inc.,2019-07-21,2019-07,183.69,V,A,0.02452916441029096
175.79,Visa Inc.,2019-07-28,2019-07,177.42,V,A,-0.034716586264995186
177.4,Visa Inc.,2019-08-04,2019-08,179.05,V,A,0.00911696906367876
176.59,Visa Inc.,2019-08-11,2019-08,178.23,V,A,-0.004576408450446046
173.87,Visa Inc.,2019-08-18,2019-08,175.23,V,A,-0.015522767885334687
179.41,Visa Inc.,2019-08-25,2019-08,180.82,V,A,0.03136579589159538
184.3,Visa Inc.,2019-09-01,2019-09,185.74,V,A,0.0268911752444847
175.89,Visa Inc.,2019-09-08,2019-09,177.27,V,A,-0.04670606503154495
172.71,Visa Inc.,2019-09-15,2019-09,174.06,V,A,-0.01824491228840497
172.65,Visa Inc.,2019-09-22,2019-09,174.00,V,A,-0.0003474635198266185
174.61,Visa Inc.,2019-09-29,2019-09,175.98,V,A,0.011288491698034697
175.68,Visa Inc.,2019-10-06,2019-10,177.06,V,A,0.006109242787129432
174.34,Visa Inc.,2019-10-13,2019-10,175.71,V,A,-0.007656742737736089
176.47,Visa Inc.,2019-10-20,2019-10,177.85,V,A,0.012143474671712617
179.52,Visa Inc.,2019-10-27,2019-10,180.93,V,A,0.017135732079188948
177.58,Visa Inc.,2019-11-04,2019-11,178.97,V,A,-0.010865410730150238
178.37,Visa Inc.,2019-11-11,2019-11,179.77,V,A,0.004438832966030759
178.37,Visa Inc.,2019-11-18,2019-11,179.47,V,A,0.0
183.38,Visa Inc.,2019-11-25,2019-11,184.51,V,A,0.027700458051542753
181.06,Visa Inc.,2019-12-02,2019-12,182.17,V,A,-0.012732034574460371
184.01,Visa Inc.,2019-12-09,2019-12,185.14,V,A,0.01616163591098907
186.85,Visa Inc.,2019-12-16,2019-12,188.00,V,A,0.015316051973210065
188.23,Visa Inc.,2019-12-23,2019-12,189.39,V,A,0.007358463404593785
188.44,Visa Inc.,2019-12-30,2019-12,189.60,V,A,0.001115034495753342
192.58,Visa Inc.,2020-01-06,2020-01,193.77,V,A,0.021731997980297457
203.45,Visa Inc.,2020-01-13,2020-01,204.70,V,A,0.054908622635561066
203.75,Visa Inc.,2020-01-20,2020-01,205.00,V,A,0.0014734776732732158
